variant,week_ending,share
Other,2022-06-25,0.00020002
Other,2022-06-25,1.18e-05
Other,2022-06-25,0.000134469
BA.2,2022-06-25,0.073851719
BA.2.12.1,2022-06-25,0.355634689
Other,2022-06-25,0.000159673
BA.4,2022-06-25,0.129486427
Other,2022-06-25,0.009653735
BA.5,2022-06-25,0.429877669
Other,2022-06-25,3.15e-05
Other,2022-06-25,0.000958292
Other,2022-06-25,0.000198697
Other,2022-06-25,1.17e-05
Other,2022-06-25,0.000133597
BA.2,2022-06-25,0.073710486
BA.2.12.1,2022-06-25,0.35498932
Other,2022-06-25,0.000158696
BA.4,2022-06-25,0.128719196
Other,2022-06-25,0.009597099
BA.5,2022-06-25,0.431498587
Other,2022-06-25,3.04e-05
Other,2022-06-25,0.000952209
Other,2022-06-25,0.00016901
Other,2022-06-25,0.0
Other,2022-06-25,4.35e-05
BA.2,2022-06-25,0.076994427
BA.2.12.1,2022-06-25,0.390790194
BA.4,2022-06-25,0.141767934
BA.5,2022-06-25,0.390234917
Other,2022-06-25,0.0
Other,2022-06-25,0.000196447
Other,2022-06-25,1.23e-05
Other,2022-06-25,0.000135195
BA.2,2022-06-25,0.074402049
BA.2.12.1,2022-06-25,0.354699969
BA.4,2022-06-25,0.129507005
Other,2022-06-25,0.009806113
BA.5,2022-06-25,0.430590361
Other,2022-06-25,0.000650601
Other,2022-06-25,0.000199786
Other,2022-06-25,1.18e-05
Other,2022-06-25,0.000134082
BA.2,2022-06-25,0.073878244
BA.2.12.1,2022-06-25,0.35530901
Other,2022-06-25,0.000158476
BA.4,2022-06-25,0.129764006
Other,2022-06-25,0.0097784
BA.5,2022-06-25,0.429798156
Other,2022-06-25,3.14e-05
Other,2022-06-25,0.000936646
Other,2022-06-25,5.99e-05
Other,2022-06-25,1.17e-05
Other,2022-06-25,0.000145786
BA.2,2022-06-25,0.075227208
BA.2.12.1,2022-06-25,0.354546785
Other,2022-06-25,0.000158156
Other,2022-06-25,0.0
BA.4,2022-06-25,0.129755005
Other,2022-06-25,0.00971689
BA.5,2022-06-25,0.428951979
Other,2022-06-25,3.13e-05
Other,2022-06-25,0.0
Other,2022-06-25,0.0
Other,2022-06-25,0.001395194
BA.2.12.1,2022-06-18,0.529385805
BA.5,2022-06-18,0.250653863
BA.4,2022-06-18,0.122679822
Other,2022-06-18,2.82e-09
Other,2022-06-18,1.31e-05
BA.2,2022-06-18,0.097157352
Other,2022-06-18,4.16e-06
Other,2022-06-18,0.000105868
Other,2022-06-18,0.000264829
Other,2022-06-18,0.0
Other,2022-06-18,0.000147454
BA.2,2022-06-18,0.110463366
BA.2.12.1,2022-06-18,0.479557335
BA.4,2022-06-18,0.111574672
Other,2022-06-18,0.006729949
BA.5,2022-06-18,0.290803134
Other,2022-06-18,0.000459247
Other,2022-06-18,0.000269501
Other,2022-06-18,0.0
Other,2022-06-18,0.000160701
BA.2,2022-06-18,0.109219044
BA.2.12.1,2022-06-18,0.479935646
BA.4,2022-06-18,0.112092242
Other,2022-06-18,0.006831024
BA.5,2022-06-18,0.29101342
Other,2022-06-18,0.000478429
Other,2022-06-18,9.48e-05
Other,2022-06-18,0.0
Other,2022-06-18,0.000149173
BA.2,2022-06-18,0.113958426
BA.2.12.1,2022-06-18,0.476950467
BA.4,2022-06-18,0.117002383
BA.5,2022-06-18,0.291357309
Other,2022-06-18,0.000487456
Other,2022-06-18,0.000262928
Other,2022-06-18,0.0
Other,2022-06-18,0.000167225
BA.2,2022-06-18,0.109544754
BA.2.12.1,2022-06-18,0.479397863
BA.4,2022-06-18,0.118648052
BA.5,2022-06-18,0.291509032
Other,2022-06-18,0.000470138
BA.2.12.1,2022-06-18,0.559782028
BA.2,2022-06-18,0.091384299
BA.5,2022-06-18,0.234904796
BA.4,2022-06-18,0.113616057
Other,2022-06-18,1.65e-05
Other,2022-06-18,2.38e-10
Other,2022-06-18,5.26e-06
Other,2022-06-18,0.000291068
Other,2022-06-18,0.00027645
Other,2022-06-18,0.0
Other,2022-06-18,0.00014918
BA.2,2022-06-18,0.110853568
BA.2.12.1,2022-06-18,0.4792822
BA.4,2022-06-18,0.111397289
Other,2022-06-18,0.006735128
BA.5,2022-06-18,0.29085204
Other,2022-06-18,0.000454144
Other,2022-06-18,0.000115166
Other,2022-06-18,3.41e-05
Other,2022-06-18,0.000199937
BA.2,2022-06-18,0.110406712
BA.2.12.1,2022-06-18,0.481050134
Other,2022-06-18,0.000119554
Other,2022-06-18,0.0
BA.4,2022-06-18,0.110178597
Other,2022-06-18,0.00676338
BA.5,2022-06-18,0.289878696
Other,2022-06-18,0.0
Other,2022-06-18,0.0
Other,2022-06-18,0.0
Other,2022-06-18,0.00125369
Other,2022-06-18,0.000315365
Other,2022-06-18,0.0
Other,2022-06-18,0.00016866
BA.2,2022-06-18,0.110243946
BA.2.12.1,2022-06-18,0.480969608
BA.4,2022-06-18,0.110112973
Other,2022-06-18,0.006747522
BA.5,2022-06-18,0.290463418
Other,2022-06-18,0.000978522
Other,2022-06-18,0.000286453
Other,2022-06-18,0.0
Other,2022-06-18,0.000171626
BA.2,2022-06-18,0.11033044
BA.2.12.1,2022-06-18,0.480819523
BA.4,2022-06-18,0.110835008
Other,2022-06-18,0.006589879
BA.5,2022-06-18,0.290070713
Other,2022-06-18,0.000896353
Other,2022-06-18,0.000309547
Other,2022-06-18,3.41e-05
Other,2022-06-18,0.000200107
BA.2,2022-06-18,0.109656788
BA.2.12.1,2022-06-18,0.481412292
Other,2022-06-18,0.00011951
BA.4,2022-06-18,0.110139497
Other,2022-06-18,0.006878678
BA.5,2022-06-18,0.290155709
Other,2022-06-18,0.0
Other,2022-06-18,0.001093741
Other,2022-06-18,0.000286275
Other,2022-06-18,0.0
Other,2022-06-18,0.000172402
BA.2,2022-06-18,0.110239044
BA.2.12.1,2022-06-18,0.48024413
BA.4,2022-06-18,0.111044019
Other,2022-06-18,0.00660324
BA.5,2022-06-18,0.290515184
Other,2022-06-18,0.0008957
Other,2022-06-18,0.0
Other,2022-06-18,0.0
Other,2022-06-18,0.000180302
BA.2,2022-06-18,0.109770261
BA.2.12.1,2022-06-18,0.504474521
BA.4,2022-06-18,0.112036534
BA.5,2022-06-18,0.273538381
Other,2022-06-18,0.0
Other,2022-06-18,0.000314508
Other,2022-06-18,0.0
Other,2022-06-18,0.000203772
BA.2,2022-06-18,0.110085569
BA.2.12.1,2022-06-18,0.481474519
Other,2022-06-18,0.000123097
BA.4,2022-06-18,0.11004594
Other,2022-06-18,0.006761399
BA.5,2022-06-18,0.290013224
Other,2022-06-18,0.0
Other,2022-06-18,0.00097799
Other,2022-06-18,0.000311764
Other,2022-06-18,0.0
Other,2022-06-18,0.000202148
BA.2,2022-06-18,0.110079519
BA.2.12.1,2022-06-18,0.48012805
Other,2022-06-18,0.00012212
BA.4,2022-06-18,0.109834984
Other,2022-06-18,0.006708307
BA.5,2022-06-18,0.291643739
Other,2022-06-18,0.0
Other,2022-06-18,0.000969365
Other,2022-06-18,0.000102433
Other,2022-06-18,0.0
Other,2022-06-18,0.000169537
BA.2,2022-06-18,0.109034561
BA.2.12.1,2022-06-18,0.491230607
BA.4,2022-06-18,0.114489503
BA.5,2022-06-18,0.284893245
Other,2022-06-18,8.01e-05
Other,2022-06-18,0.000307945
Other,2022-06-18,0.0
Other,2022-06-18,0.000168905
BA.2,2022-06-18,0.110406712
BA.2.12.1,2022-06-18,0.480649412
BA.4,2022-06-18,0.11080987
Other,2022-06-18,0.006615258
BA.5,2022-06-18,0.290149361
Other,2022-06-18,0.000892537
Other,2022-06-18,0.000310361
Other,2022-06-18,0.0
Other,2022-06-18,0.000200991
BA.2,2022-06-18,0.109790847
BA.2.12.1,2022-06-18,0.481462121
Other,2022-06-18,0.000120607
BA.4,2022-06-18,0.110174976
Other,2022-06-18,0.006885325
BA.5,2022-06-18,0.290026337
Other,2022-06-18,0.0
Other,2022-06-18,0.001028418
Other,2022-06-18,0.000114894
Other,2022-06-18,3.4e-05
Other,2022-06-18,0.000199303
BA.2,2022-06-18,0.110303238
BA.2.12.1,2022-06-18,0.481126308
Other,2022-06-18,0.000119023
Other,2022-06-18,0.0
BA.4,2022-06-18,0.110242166
Other,2022-06-18,0.006754232
BA.5,2022-06-18,0.289853215
Other,2022-06-18,0.0
Other,2022-06-18,0.0
Other,2022-06-18,0.0
Other,2022-06-18,0.001253586
Other,2022-06-11,0.000257297
Other,2022-06-11,0.0
Other,2022-06-11,0.00025413
BA.2,2022-06-11,0.163913265
BA.2.12.1,2022-06-11,0.56626451
BA.4,2022-06-11,0.087149873
Other,2022-06-11,0.003371174
BA.5,2022-06-11,0.177369431
Other,2022-06-11,0.001420295
Other,2022-06-11,0.000267011
Other,2022-06-11,0.0
Other,2022-06-11,0.000257199
BA.2,2022-06-11,0.162932172
BA.2.12.1,2022-06-11,0.566518486
BA.4,2022-06-11,0.087316409
Other,2022-06-11,0.003145144
BA.5,2022-06-11,0.178114131
Other,2022-06-11,0.001449434
Other,2022-06-11,9.91e-05
Other,2022-06-11,0.0
Other,2022-06-11,0.000159974
BA.2,2022-06-11,0.165447608
BA.2.12.1,2022-06-11,0.564394712
BA.4,2022-06-11,0.090219505
BA.5,2022-06-11,0.178390503
Other,2022-06-11,0.001288547
Other,2022-06-11,0.000238488
Other,2022-06-11,0.0
Other,2022-06-11,0.000251965
BA.2,2022-06-11,0.162927315
BA.2.12.1,2022-06-11,0.566751063
BA.4,2022-06-11,0.090207197
BA.5,2022-06-11,0.178294182
Other,2022-06-11,0.001329771
BA.2.12.1,2022-06-11,0.62732178
BA.2,2022-06-11,0.144365221
BA.5,2022-06-11,0.146566659
BA.4,2022-06-11,0.081262529
Other,2022-06-11,5.13e-05
Other,2022-06-11,1.01e-09
Other,2022-06-11,1e-05
Other,2022-06-11,0.000422476
Other,2022-06-11,0.000263758
Other,2022-06-11,0.0
Other,2022-06-11,0.000255076
BA.2,2022-06-11,0.163650304
BA.2.12.1,2022-06-11,0.566228867
BA.4,2022-06-11,0.087034479
Other,2022-06-11,0.003342691
BA.5,2022-06-11,0.177796558
Other,2022-06-11,0.001428253
Other,2022-06-11,7.42e-05
Other,2022-06-11,0.0
Other,2022-06-11,0.000248266
BA.2,2022-06-11,0.165146962
BA.2.12.1,2022-06-11,0.564822853
Other,2022-06-11,0.0
Other,2022-06-11,0.0
BA.4,2022-06-11,0.08672639
Other,2022-06-11,0.003694717
BA.5,2022-06-11,0.177292556
Other,2022-06-11,0.0
Other,2022-06-11,0.0
Other,2022-06-11,0.0
Other,2022-06-11,0.001994038
Other,2022-06-11,0.000130238
Other,2022-06-11,0.0
Other,2022-06-11,0.000142363
BA.2,2022-06-11,0.173141435
BA.2.12.1,2022-06-11,0.585432231
BA.4,2022-06-11,0.085083969
BA.5,2022-06-11,0.155693099
Other,2022-06-11,0.000376676
Other,2022-06-11,0.000289916
Other,2022-06-11,0.0
Other,2022-06-11,0.000249284
BA.2,2022-06-11,0.163832843
BA.2.12.1,2022-06-11,0.565926671
BA.4,2022-06-11,0.08674299
Other,2022-06-11,0.003728131
BA.5,2022-06-11,0.177315682
Other,2022-06-11,0.001914475
Other,2022-06-11,0.000282895
Other,2022-06-11,0.0
Other,2022-06-11,0.000250072
BA.2,2022-06-11,0.163952976
BA.2.12.1,2022-06-11,0.566588581
BA.4,2022-06-11,0.086774975
Other,2022-06-11,0.003525553
BA.5,2022-06-11,0.176854864
Other,2022-06-11,0.001770107
BA.2.12.1,2022-06-11,0.641812146
BA.4,2022-06-11,0.082573108
Other,2022-06-11,0.000410052
BA.2,2022-06-11,0.14235799
BA.5,2022-06-11,0.132774293
Other,2022-06-11,5.31e-05
Other,2022-06-11,1.93e-05
Other,2022-06-11,1.93e-11
Other,2022-06-11,0.000284531
Other,2022-06-11,0.0
Other,2022-06-11,0.000248289
BA.2,2022-06-11,0.163998753
BA.2.12.1,2022-06-11,0.565554023
Other,2022-06-11,0.0
BA.4,2022-06-11,0.086742468
Other,2022-06-11,0.00369519
BA.5,2022-06-11,0.177501515
Other,2022-06-11,0.0
Other,2022-06-11,0.001975255
Other,2022-06-11,0.000280735
Other,2022-06-11,0.0
Other,2022-06-11,0.000251557
BA.2,2022-06-11,0.163583636
BA.2.12.1,2022-06-11,0.566542447
BA.4,2022-06-11,0.086738139
Other,2022-06-11,0.003522218
BA.5,2022-06-11,0.177311093
Other,2022-06-11,0.001770191
Other,2022-06-11,5.59e-05
Other,2022-06-11,0.0
Other,2022-06-11,0.000156117
BA.2,2022-06-11,0.163272098
BA.2.12.1,2022-06-11,0.57465744
BA.4,2022-06-11,0.08973182
BA.5,2022-06-11,0.171672598
Other,2022-06-11,0.000453978
Other,2022-06-11,0.000287792
Other,2022-06-11,0.0
Other,2022-06-11,0.00024914
BA.2,2022-06-11,0.163845718
BA.2.12.1,2022-06-11,0.565717936
Other,2022-06-11,0.0
BA.4,2022-06-11,0.086724252
Other,2022-06-11,0.003722547
BA.5,2022-06-11,0.17754437
Other,2022-06-11,0.0
Other,2022-06-11,0.001908258
Other,2022-06-11,0.000285374
Other,2022-06-11,0.0
Other,2022-06-11,0.000246941
BA.2,2022-06-11,0.163865432
BA.2.12.1,2022-06-11,0.564810753
Other,2022-06-11,0.0
BA.4,2022-06-11,0.086794555
Other,2022-06-11,0.003698416
BA.5,2022-06-11,0.178396106
Other,2022-06-11,0.0
Other,2022-06-11,0.001902445
Other,2022-06-11,4.97e-05
Other,2022-06-11,0.0
Other,2022-06-11,0.000165193
BA.2,2022-06-11,0.164157838
BA.2.12.1,2022-06-11,0.571087301
BA.4,2022-06-11,0.089715339
BA.5,2022-06-11,0.174434036
Other,2022-06-11,0.000390604
Other,2022-06-11,0.000292064
Other,2022-06-11,0.0
Other,2022-06-11,0.000249558
BA.2,2022-06-11,0.163750514
BA.2.12.1,2022-06-11,0.565970123
BA.4,2022-06-11,0.086823978
Other,2022-06-11,0.003558063
BA.5,2022-06-11,0.177570969
Other,2022-06-11,0.001784733
Other,2022-06-11,0.000285603
Other,2022-06-11,0.0
Other,2022-06-11,0.000248414
BA.2,2022-06-11,0.164063424
BA.2.12.1,2022-06-11,0.565563619
Other,2022-06-11,0.0
BA.4,2022-06-11,0.086594515
Other,2022-06-11,0.003694727
BA.5,2022-06-11,0.177606672
Other,2022-06-11,0.0
Other,2022-06-11,0.001943029
Other,2022-06-11,7.4e-05
Other,2022-06-11,0.0
Other,2022-06-11,0.000247106
BA.2,2022-06-11,0.165199995
BA.2.12.1,2022-06-11,0.564448059
Other,2022-06-11,0.0
Other,2022-06-11,0.0
BA.4,2022-06-11,0.086664878
Other,2022-06-11,0.003771006
BA.5,2022-06-11,0.177606419
Other,2022-06-11,0.0
Other,2022-06-11,0.0
Other,2022-06-11,0.0
Other,2022-06-11,0.001988509
Other,2022-06-04,0.000916296
Other,2022-06-04,0.000184238
Other,2022-06-04,0.001446401
BA.2,2022-06-04,0.223936558
BA.2.12.1,2022-06-04,0.612295747
BA.4,2022-06-04,0.062433604
Other,2022-06-04,0.002126766
BA.5,2022-06-04,0.095068581
Other,2022-06-04,0.001591796
Other,2022-06-04,0.000906883
Other,2022-06-04,0.000183266
Other,2022-06-04,0.001462299
BA.2,2022-06-04,0.224778637
BA.2.12.1,2022-06-04,0.611564457
BA.4,2022-06-04,0.062311027
Other,2022-06-04,0.002130875
BA.5,2022-06-04,0.095013008
Other,2022-06-04,0.001649544
Other,2022-06-04,0.000814619
Other,2022-06-04,0.000248741
Other,2022-06-04,0.001633815
BA.2,2022-06-04,0.225206807
BA.2.12.1,2022-06-04,0.610358953
BA.4,2022-06-04,0.06404791
BA.5,2022-06-04,0.096077546
Other,2022-06-04,0.001611621
Other,2022-06-04,0.00098281
Other,2022-06-04,0.000242188
Other,2022-06-04,0.001589495
BA.2,2022-06-04,0.224419042
BA.2.12.1,2022-06-04,0.612860262
BA.4,2022-06-04,0.064113349
BA.5,2022-06-04,0.094208144
Other,2022-06-04,0.001584691
BA.2,2022-06-04,0.247791216
BA.2.12.1,2022-06-04,0.621877015
Other,2022-06-04,1.25e-12
Other,2022-06-04,0.000617685
BA.4,2022-06-04,0.05381725
Other,2022-06-04,0.000179265
BA.5,2022-06-04,0.075700767
Other,2022-06-04,1.68e-05
Other,2022-06-04,0.000912747
Other,2022-06-04,0.000183021
Other,2022-06-04,0.001438058
BA.2,2022-06-04,0.224657297
BA.2.12.1,2022-06-04,0.611681521
BA.4,2022-06-04,0.06239938
Other,2022-06-04,0.002121878
BA.5,2022-06-04,0.09496516
Other,2022-06-04,0.001640924
Other,2022-06-04,0.000690266
Other,2022-06-04,0.000180262
Other,2022-06-04,0.001432141
BA.2,2022-06-04,0.223450616
BA.2.12.1,2022-06-04,0.612297058
Other,2022-06-04,0.0
Other,2022-06-04,0.0
BA.4,2022-06-04,0.062509
Other,2022-06-04,0.00232554
BA.5,2022-06-04,0.094662383
Other,2022-06-04,0.0
Other,2022-06-04,0.0
Other,2022-06-04,0.0
Other,2022-06-04,0.002452729
Other,2022-06-04,0.000143547
Other,2022-06-04,0.000181275
Other,2022-06-04,0.000429633
BA.2,2022-06-04,0.224881411
BA.2.12.1,2022-06-04,0.618535578
BA.4,2022-06-04,0.060344342
BA.5,2022-06-04,0.094945349
Other,2022-06-04,0.000538868
Other,2022-06-04,0.000942504
Other,2022-06-04,0.000180414
Other,2022-06-04,0.001433699
BA.2,2022-06-04,0.222236976
BA.2.12.1,2022-06-04,0.613005996
BA.4,2022-06-04,0.062516175
Other,2022-06-04,0.002326234
BA.5,2022-06-04,0.094897844
Other,2022-06-04,0.00246018
Other,2022-06-04,0.000976346
Other,2022-06-04,0.000180953
Other,2022-06-04,0.001433159
BA.2,2022-06-04,0.222658098
BA.2.12.1,2022-06-04,0.612794995
BA.4,2022-06-04,0.062656984
Other,2022-06-04,0.002124556
BA.5,2022-06-04,0.094998464
Other,2022-06-04,0.002176476
BA.4,2022-06-04,0.053713046
BA.2.12.1,2022-06-04,0.660398245
BA.2,2022-06-04,0.207753599
Other,2022-06-04,9.4e-11
Other,2022-06-04,3.17e-05
Other,2022-06-04,0.000551404
BA.5,2022-06-04,0.077399887
Other,2022-06-04,0.000152095
Other,2022-06-04,0.000943794
Other,2022-06-04,0.000180398
Other,2022-06-04,0.001432703
BA.2,2022-06-04,0.22237125
BA.2.12.1,2022-06-04,0.613040149
Other,2022-06-04,0.0
BA.4,2022-06-04,0.062518351
Other,2022-06-04,0.002326258
BA.5,2022-06-04,0.094739653
Other,2022-06-04,0.0
Other,2022-06-04,0.002447426
Other,2022-06-04,0.000973361
Other,2022-06-04,0.000180912
Other,2022-06-04,0.001439817
BA.2,2022-06-04,0.222893953
BA.2.12.1,2022-06-04,0.612696469
BA.4,2022-06-04,0.062377952
Other,2022-06-04,0.002124228
BA.5,2022-06-04,0.095137119
Other,2022-06-04,0.002176224
Other,2022-06-04,0.00020301
Other,2022-06-04,0.000165682
Other,2022-06-04,0.00048575
BA.2,2022-06-04,0.22415854
BA.2.12.1,2022-06-04,0.617457688
BA.4,2022-06-04,0.061431646
BA.5,2022-06-04,0.095545381
Other,2022-06-04,0.000552272
Other,2022-06-04,0.000947254
Other,2022-06-04,0.000180828
Other,2022-06-04,0.001436543
BA.2,2022-06-04,0.222176284
BA.2.12.1,2022-06-04,0.613247454
Other,2022-06-04,0.0
BA.4,2022-06-04,0.062487304
Other,2022-06-04,0.002331769
BA.5,2022-06-04,0.094737381
Other,2022-06-04,0.0
Other,2022-06-04,0.002455207
Other,2022-06-04,0.00018491
Other,2022-06-04,0.000245057
Other,2022-06-04,0.000122528
BA.2,2022-06-04,0.217820093
BA.2.12.1,2022-06-04,0.63109231
BA.4,2022-06-04,0.059098162
BA.5,2022-06-04,0.090619579
Other,2022-06-04,0.000817379
Other,2022-06-04,0.000933444
Other,2022-06-04,0.000179449
Other,2022-06-04,0.001425501
BA.2,2022-06-04,0.222163811
BA.2.12.1,2022-06-04,0.612806439
Other,2022-06-04,0.0
BA.4,2022-06-04,0.062512137
Other,2022-06-04,0.002312429
BA.5,2022-06-04,0.09519691
Other,2022-06-04,0.0
Other,2022-06-04,0.002469852
Other,2022-06-04,0.000877143
Other,2022-06-04,0.000249705
Other,2022-06-04,0.001598011
BA.2,2022-06-04,0.222125635
BA.2.12.1,2022-06-04,0.618385732
BA.4,2022-06-04,0.061305735
BA.5,2022-06-04,0.094840087
Other,2022-06-04,0.000617973
Other,2022-06-04,0.000990009
Other,2022-06-04,0.000181014
Other,2022-06-04,0.001433198
BA.2,2022-06-04,0.222641423
BA.2.12.1,2022-06-04,0.61267662
BA.4,2022-06-04,0.062568247
Other,2022-06-04,0.002281745
BA.5,2022-06-04,0.094985828
Other,2022-06-04,0.002241916
Other,2022-06-04,0.000944984
Other,2022-06-04,0.00018031
Other,2022-06-04,0.001432521
BA.2,2022-06-04,0.222372383
BA.2.12.1,2022-06-04,0.61306119
Other,2022-06-04,0.0
BA.4,2022-06-04,0.062462658
Other,2022-06-04,0.002325788
BA.5,2022-06-04,0.09477143
Other,2022-06-04,0.0
Other,2022-06-04,0.00244876
Other,2022-06-04,0.000690101
Other,2022-06-04,0.000180289
Other,2022-06-04,0.001432011
BA.2,2022-06-04,0.223533139
BA.2.12.1,2022-06-04,0.612110436
Other,2022-06-04,0.0
Other,2022-06-04,0.0
BA.4,2022-06-04,0.062481202
Other,2022-06-04,0.002325309
BA.5,2022-06-04,0.094797038
Other,2022-06-04,0.0
Other,2022-06-04,0.0
Other,2022-06-04,0.0
Other,2022-06-04,0.002450502
Other,2022-05-28,0.000564832
Other,2022-05-28,0.0
Other,2022-05-28,0.000927877
BA.2,2022-05-28,0.292278141
BA.2.12.1,2022-05-28,0.623644352
BA.4,2022-05-28,0.033907011
Other,2022-05-28,0.0008707
BA.5,2022-05-28,0.045623142
Other,2022-05-28,0.002183917
Other,2022-05-28,0.000562666
Other,2022-05-28,0.0
Other,2022-05-28,0.000926173
BA.2,2022-05-28,0.292346925
BA.2.12.1,2022-05-28,0.623792291
BA.4,2022-05-28,0.03381025
Other,2022-05-28,0.000870856
BA.5,2022-05-28,0.045501336
Other,2022-05-28,0.002189527
Other,2022-05-28,5.69e-05
Other,2022-05-28,0.0
Other,2022-05-28,0.000343351
BA.2,2022-05-28,0.286558092
BA.2.12.1,2022-05-28,0.637559175
BA.4,2022-05-28,0.032422259
BA.5,2022-05-28,0.042389769
Other,2022-05-28,0.000670457
Other,2022-05-28,0.000242745
Other,2022-05-28,0.0
Other,2022-05-28,0.00077516
BA.2,2022-05-28,0.291858852
BA.2.12.1,2022-05-28,0.624369144
BA.4,2022-05-28,0.034892298
BA.5,2022-05-28,0.045599695
Other,2022-05-28,0.002262074
Other,2022-05-28,0.000567839
Other,2022-05-28,0.0
Other,2022-05-28,0.000932008
BA.2,2022-05-28,0.292414457
BA.2.12.1,2022-05-28,0.623703361
BA.4,2022-05-28,0.034680206
BA.5,2022-05-28,0.045475204
Other,2022-05-28,0.002226933
BA.5,2022-05-28,0.041880816
Other,2022-05-28,3.11e-05
BA.4,2022-05-28,0.032957461
Other,2022-05-28,7.07e-12
BA.2.12.1,2022-05-28,0.592419565
Other,2022-05-28,0.000470649
BA.2,2022-05-28,0.331490964
Other,2022-05-28,0.000749465
Other,2022-05-28,0.000557981
Other,2022-05-28,0.0
Other,2022-05-28,0.000934747
BA.2,2022-05-28,0.292480469
BA.2.12.1,2022-05-28,0.623512805
BA.4,2022-05-28,0.033855174
Other,2022-05-28,0.000869057
BA.5,2022-05-28,0.045604434
Other,2022-05-28,0.002185358
Other,2022-05-28,0.000104285
Other,2022-05-28,0.0
Other,2022-05-28,0.001062965
BA.2,2022-05-28,0.292203993
BA.2.12.1,2022-05-28,0.622728646
Other,2022-05-28,0.0
Other,2022-05-28,0.0
BA.4,2022-05-28,0.03431214
Other,2022-05-28,0.000967049
BA.5,2022-05-28,0.04569659
Other,2022-05-28,0.0
Other,2022-05-28,0.0
Other,2022-05-28,0.0
Other,2022-05-28,0.002924355
Other,2022-05-28,7.94e-05
Other,2022-05-28,0.0
Other,2022-05-28,0.000420147
BA.2,2022-05-28,0.287306637
BA.2.12.1,2022-05-28,0.631413221
BA.4,2022-05-28,0.034344655
BA.5,2022-05-28,0.045646328
Other,2022-05-28,0.000789595
Other,2022-05-28,0.000536307
Other,2022-05-28,0.0
Other,2022-05-28,0.001028143
BA.2,2022-05-28,0.290817082
BA.2.12.1,2022-05-28,0.624009848
BA.4,2022-05-28,0.033994228
Other,2022-05-28,0.001003282
BA.5,2022-05-28,0.045728173
Other,2022-05-28,0.002882927
Other,2022-05-28,0.000516685
Other,2022-05-28,0.0
Other,2022-05-28,0.000994053
BA.2,2022-05-28,0.290657252
BA.2.12.1,2022-05-28,0.624388695
BA.4,2022-05-28,0.033988703
Other,2022-05-28,0.000870232
BA.5,2022-05-28,0.045704372
Other,2022-05-28,0.002879999
Other,2022-05-28,0.000530472
Other,2022-05-28,0.0
Other,2022-05-28,0.001064304
BA.2,2022-05-28,0.290904194
BA.2.12.1,2022-05-28,0.623680294
Other,2022-05-28,0.0
BA.4,2022-05-28,0.034291159
Other,2022-05-28,0.001001533
BA.5,2022-05-28,0.045650497
Other,2022-05-28,0.0
Other,2022-05-28,0.002877557
Other,2022-05-28,0.000512079
Other,2022-05-28,0.0
Other,2022-05-28,0.000983805
BA.2,2022-05-28,0.290672243
BA.2.12.1,2022-05-28,0.62448293
BA.4,2022-05-28,0.033910479
Other,2022-05-28,0.000868759
BA.5,2022-05-28,0.045694519
Other,2022-05-28,0.002875174
Other,2022-05-28,7.58e-05
Other,2022-05-28,0.0
Other,2022-05-28,0.000720523
BA.2,2022-05-28,0.287956327
BA.2.12.1,2022-05-28,0.631068885
BA.4,2022-05-28,0.03449472
BA.5,2022-05-28,0.04495867
Other,2022-05-28,0.000725061
Other,2022-05-28,0.000533324
Other,2022-05-28,0.0
Other,2022-05-28,0.001028534
BA.2,2022-05-28,0.290804625
BA.2.12.1,2022-05-28,0.62409097
Other,2022-05-28,0.0
BA.4,2022-05-28,0.033989843
Other,2022-05-28,0.001004594
BA.5,2022-05-28,0.045673516
Other,2022-05-28,0.0
Other,2022-05-28,0.002874572
Other,2022-05-28,4.08e-05
Other,2022-05-28,0.0
Other,2022-05-28,0.00026963
BA.2,2022-05-28,0.289158314
BA.2.12.1,2022-05-28,0.632026017
BA.4,2022-05-28,0.03281232
BA.5,2022-05-28,0.044893965
Other,2022-05-28,0.000798963
Other,2022-05-28,0.000528981
Other,2022-05-28,0.0
Other,2022-05-28,0.001021987
BA.2,2022-05-28,0.291044801
BA.2.12.1,2022-05-28,0.62371254
Other,2022-05-28,0.0
BA.4,2022-05-28,0.033964191
Other,2022-05-28,0.000998028
BA.5,2022-05-28,0.045828607
Other,2022-05-28,0.0
Other,2022-05-28,0.002900857
Other,2022-05-28,0.000107978
Other,2022-05-28,0.0
Other,2022-05-28,0.000789018
BA.2,2022-05-28,0.288880497
BA.2.12.1,2022-05-28,0.63139689
BA.4,2022-05-28,0.03396621
BA.5,2022-05-28,0.044168677
Other,2022-05-28,0.000690732
Other,2022-05-28,0.000525632
Other,2022-05-28,0.0
Other,2022-05-28,0.000994369
BA.2,2022-05-28,0.29098168
BA.2.12.1,2022-05-28,0.623896301
BA.4,2022-05-28,0.033959672
Other,2022-05-28,0.000970253
BA.5,2022-05-28,0.045803752
Other,2022-05-28,0.002868331
Other,2022-05-28,0.000532103
Other,2022-05-28,0.0
Other,2022-05-28,0.001068554
BA.2,2022-05-28,0.291082978
BA.2.12.1,2022-05-28,0.623449326
Other,2022-05-28,0.0
BA.4,2022-05-28,0.034281809
Other,2022-05-28,0.001001873
BA.5,2022-05-28,0.04567628
Other,2022-05-28,0.0
Other,2022-05-28,0.002907065
